,Image,ClassName
55,/srv/Data/fruits_with_background/Banana/IMG_8726.JPG,Banana
56,/srv/Data/fruits_with_background/Banana/IMG_0117.JPG,Banana
57,/srv/Data/fruits_with_background/Lime/lime_ball_4.jpg,Lime
58,/srv/Data/fruits_with_background/Orange/IMG20200728190412_01.jpg,Orange
59,/srv/Data/fruits_with_background/Banana/IMG_8970.JPG,Banana
60,/srv/Data/fruits_with_background/Banana/IMG_9139.JPG,Banana
61,/srv/Data/fruits_with_background/Orange/IMG_20190924_151800.jpg,Orange
62,/srv/Data/fruits_with_background/Banana/IMG_8829.JPG,Banana
63,/srv/Data/fruits_with_background/Banana/IMG_8848.JPG,Banana
64,/srv/Data/fruits_with_background/Orange/IMG20200728130818.jpg,Orange
65,/srv/Data/fruits_with_background/Orange/IMG_1923.JPG,Orange
66,/srv/Data/fruits_with_background/Orange/orange_ball.jpg,Orange
67,/srv/Data/fruits_with_background/Banana/IMG_8706.JPG,Banana
68,/srv/Data/fruits_with_background/Banana/IMG_9413.JPG,Banana
69,/srv/Data/fruits_with_background/Orange/IMG_20190924_151750.jpg,Orange
70,/srv/Data/fruits_with_background/Lime/IMG_20190902_111148.jpg,Lime
71,/srv/Data/fruits_with_background/Orange/IMG_2646.JPG,Orange
72,/srv/Data/fruits_with_background/Orange/IMG_2580.JPG,Orange
73,/srv/Data/fruits_with_background/Banana/dog_banana_2.jpg,Banana
74,/srv/Data/fruits_with_background/Banana/IMG20200730132758.jpg,Banana
75,/srv/Data/fruits_with_background/Lime/IMG_20190902_104346.jpg,Lime
76,/srv/Data/fruits_with_background/Lime/IMG_20190902_103646.jpg,Lime
77,/srv/Data/fruits_with_background/Lime/IMG_20190902_104413.jpg,Lime
78,/srv/Data/fruits_with_background/Orange/IMG_2562.JPG,Orange
79,/srv/Data/fruits_with_background/Orange/IMG_2520.JPG,Orange
80,/srv/Data/fruits_with_background/Lime/IMG_20190902_111048.jpg,Lime
81,/srv/Data/fruits_with_background/Lime/IMG_20190902_111001.jpg,Lime
82,/srv/Data/fruits_with_background/Banana/IMG_8773.JPG,Banana
83,/srv/Data/fruits_with_background/Lime/IMG_20190902_111240.jpg,Lime
84,/srv/Data/fruits_with_background/Orange/IMG20200728190426.jpg,Orange
85,/srv/Data/fruits_with_background/Banana/dog_banana.jpg,Banana
86,/srv/Data/fruits_with_background/Banana/IMG_9392.JPG,Banana
87,/srv/Data/fruits_with_background/Lime/lime_ball_5.jpg,Lime
88,/srv/Data/fruits_with_background/Lime/IMG_20190902_104536.jpg,Lime
89,/srv/Data/fruits_with_background/Orange/IMG_20190924_150956.jpg,Orange
90,/srv/Data/fruits_with_background/Banana/IMG_8959.JPG,Banana
91,/srv/Data/fruits_with_background/Lime/IMG_20190902_111032.jpg,Lime
92,/srv/Data/fruits_with_background/Lime/IMG_20190902_103736.jpg,Lime
93,/srv/Data/fruits_with_background/Banana/IMG_8962.JPG,Banana
94,/srv/Data/fruits_with_background/Lime/IMG_20190902_104348.jpg,Lime
95,/srv/Data/fruits_with_background/Banana/IMG_8564.JPG,Banana
96,/srv/Data/fruits_with_background/Orange/IMG_2129.JPG,Orange
97,/srv/Data/fruits_with_background/Lime/IMG_20190902_104317.jpg,Lime
98,/srv/Data/fruits_with_background/Lime/IMG_20190902_102635.jpg,Lime
99,/srv/Data/fruits_with_background/Orange/orange_ball_5.jpg,Orange
100,/srv/Data/fruits_with_background/Banana/IMG_9444.JPG,Banana
101,/srv/Data/fruits_with_background/Orange/IMG20200729173724.jpg,Orange
102,/srv/Data/fruits_with_background/Banana/IMG_8542.JPG,Banana
103,/srv/Data/fruits_with_background/Lime/IMG_20190902_102651.jpg,Lime
104,/srv/Data/fruits_with_background/Lime/IMG_20190902_104438.jpg,Lime
105,/srv/Data/fruits_with_background/Banana/IMG_8949.JPG,Banana
106,/srv/Data/fruits_with_background/Orange/IMG20200729173807.jpg,Orange
107,/srv/Data/fruits_with_background/Orange/IMG20200728161550.jpg,Orange
108,/srv/Data/fruits_with_background/Lime/IMG_20190902_111311.jpg,Lime
109,/srv/Data/fruits_with_background/Orange/IMG_2636.JPG,Orange
110,/srv/Data/fruits_with_background/Orange/IMG_20190924_150854.jpg,Orange
111,/srv/Data/fruits_with_background/Banana/IMG_8925.JPG,Banana
112,/srv/Data/fruits_with_background/Banana/IMG_9356.JPG,Banana
113,/srv/Data/fruits_with_background/Banana/IMG20200729190230.jpg,Banana
114,/srv/Data/fruits_with_background/Orange/IMG_2568.JPG,Orange
115,/srv/Data/fruits_with_background/Orange/IMG_1907.JPG,Orange
116,/srv/Data/fruits_with_background/Banana/IMG_9343.JPG,Banana
117,/srv/Data/fruits_with_background/Lime/IMG_20190902_103716.jpg,Lime
118,/srv/Data/fruits_with_background/Orange/IMG20200728135647.jpg,Orange
119,/srv/Data/fruits_with_background/Banana/IMG_9325.JPG,Banana
120,/srv/Data/fruits_with_background/Banana/IMG_8904.JPG,Banana
121,/srv/Data/fruits_with_background/Banana/IMG_9246.JPG,Banana
122,/srv/Data/fruits_with_background/Lime/IMG_20190902_102658_1.jpg,Lime
123,/srv/Data/fruits_with_background/Orange/IMG20200729173753_01.jpg,Orange
124,/srv/Data/fruits_with_background/Banana/IMG_9190.JPG,Banana
125,/srv/Data/fruits_with_background/Banana/IMG_9402.JPG,Banana
126,/srv/Data/fruits_with_background/Lime/IMG_20190902_104502.jpg,Lime
127,/srv/Data/fruits_with_background/Lime/IMG_20190902_111013.jpg,Lime
128,/srv/Data/fruits_with_background/Orange/IMG_20190924_152858_2.jpg,Orange
129,/srv/Data/fruits_with_background/Lime/IMG_20190902_111005.jpg,Lime
130,/srv/Data/fruits_with_background/Lime/IMG_20190902_102540.jpg,Lime
131,/srv/Data/fruits_with_background/Orange/IMG_2524.JPG,Orange
132,/srv/Data/fruits_with_background/Banana/IMG_9018.JPG,Banana
133,/srv/Data/fruits_with_background/Lime/IMG_20190902_104556.jpg,Lime
134,/srv/Data/fruits_with_background/Lime/IMG_20190902_102456.jpg,Lime
135,/srv/Data/fruits_with_background/Banana/IMG_9135.JPG,Banana
136,/srv/Data/fruits_with_background/Banana/IMG_9181.JPG,Banana
137,/srv/Data/fruits_with_background/Banana/IMG_9007.JPG,Banana
138,/srv/Data/fruits_with_background/Banana/IMG_8676.JPG,Banana
139,/srv/Data/fruits_with_background/Orange/IMG_20190924_152731.jpg,Orange
140,/srv/Data/fruits_with_background/Banana/IMG_8770.JPG,Banana
141,/srv/Data/fruits_with_background/Banana/IMG_8882.JPG,Banana
142,/srv/Data/fruits_with_background/Lime/IMG_20190902_104119.jpg,Lime
143,/srv/Data/fruits_with_background/Orange/IMG_2564.JPG,Orange
144,/srv/Data/fruits_with_background/Banana/IMG_9436.JPG,Banana
145,/srv/Data/fruits_with_background/Lime/IMG_20190902_111047.jpg,Lime
146,/srv/Data/fruits_with_background/Orange/IMG20200728190522.jpg,Orange
147,/srv/Data/fruits_with_background/Lime/IMG_20190902_103922.jpg,Lime
148,/srv/Data/fruits_with_background/Orange/IMG20200728190512.jpg,Orange
149,/srv/Data/fruits_with_background/Banana/IMG_8550.JPG,Banana
150,/srv/Data/fruits_with_background/Orange/IMG20200729173848_01.jpg,Orange
151,/srv/Data/fruits_with_background/Banana/IMG_9071.JPG,Banana
152,/srv/Data/fruits_with_background/Orange/IMG_2643.JPG,Orange
153,/srv/Data/fruits_with_background/Banana/IMG_9368.JPG,Banana
154,/srv/Data/fruits_with_background/Orange/IMG_20190924_151040.jpg,Orange
155,/srv/Data/fruits_with_background/Lime/IMG_20190902_102520.jpg,Lime
156,/srv/Data/fruits_with_background/Lime/IMG_20190902_103943.jpg,Lime
157,/srv/Data/fruits_with_background/Banana/IMG_8830.JPG,Banana
158,/srv/Data/fruits_with_background/Banana/IMG_9389.JPG,Banana
159,/srv/Data/fruits_with_background/Orange/IMG_20190924_151757.jpg,Orange
160,/srv/Data/fruits_with_background/Orange/IMG_2658.JPG,Orange
161,/srv/Data/fruits_with_background/Banana/IMG_9234.JPG,Banana
162,/srv/Data/fruits_with_background/Lime/IMG_20190902_111213_1.jpg,Lime
163,/srv/Data/fruits_with_background/Orange/IMG20200728190615_01.jpg,Orange
164,/srv/Data/fruits_with_background/Lime/IMG_20190902_103802.jpg,Lime
165,/srv/Data/fruits_with_background/Lime/IMG20200728191232.jpg,Lime
166,/srv/Data/fruits_with_background/Orange/IMG_2523.JPG,Orange
167,/srv/Data/fruits_with_background/Banana/IMG20200729190229.jpg,Banana
168,/srv/Data/fruits_with_background/Lime/IMG_20190902_104120.jpg,Lime
169,/srv/Data/fruits_with_background/Orange/IMG20200729173840.jpg,Orange
170,/srv/Data/fruits_with_background/Banana/IMG_9390.JPG,Banana
171,/srv/Data/fruits_with_background/Lime/IMG_20190902_110820_1.jpg,Lime
172,/srv/Data/fruits_with_background/Lime/IMG_20190902_104441.jpg,Lime
173,/srv/Data/fruits_with_background/Banana/IMG_9293.JPG,Banana
174,/srv/Data/fruits_with_background/Banana/IMG_8522.JPG,Banana
175,/srv/Data/fruits_with_background/Orange/IMG_2548.JPG,Orange
176,/srv/Data/fruits_with_background/Orange/IMG_20190924_152845.jpg,Orange
177,/srv/Data/fruits_with_background/Lime/IMG_20190902_103822.jpg,Lime
178,/srv/Data/fruits_with_background/Lime/IMG_20190902_110849.jpg,Lime
179,/srv/Data/fruits_with_background/Orange/IMG_20190924_152812.jpg,Orange
180,/srv/Data/fruits_with_background/Banana/IMG_9062.JPG,Banana
181,/srv/Data/fruits_with_background/Orange/IMG_2687.JPG,Orange
182,/srv/Data/fruits_with_background/Orange/IMG_20190924_150849.jpg,Orange
183,/srv/Data/fruits_with_background/Banana/IMG20200729190240.jpg,Banana
184,/srv/Data/fruits_with_background/Banana/IMG_9094.JPG,Banana
185,/srv/Data/fruits_with_background/Lime/IMG_20190902_111013_1.jpg,Lime
186,/srv/Data/fruits_with_background/Orange/IMG_1900.JPG,Orange
187,/srv/Data/fruits_with_background/Lime/IMG20200728191226.jpg,Lime
188,/srv/Data/fruits_with_background/Lime/IMG_20190902_102406.jpg,Lime
189,/srv/Data/fruits_with_background/Banana/IMG_8675.JPG,Banana
190,/srv/Data/fruits_with_background/Banana/IMG_8577.JPG,Banana
191,/srv/Data/fruits_with_background/Lime/IMG_20190902_104102.jpg,Lime
192,/srv/Data/fruits_with_background/Banana/IMG_8918.JPG,Banana
193,/srv/Data/fruits_with_background/Lime/IMG_20190902_102647.jpg,Lime
194,/srv/Data/fruits_with_background/Banana/IMG_9057.JPG,Banana
195,/srv/Data/fruits_with_background/Orange/IMG_20190924_151045.jpg,Orange
196,/srv/Data/fruits_with_background/Banana/IMG_9017.JPG,Banana
197,/srv/Data/fruits_with_background/Banana/IMG_9366.JPG,Banana
198,/srv/Data/fruits_with_background/Orange/IMG_20190924_151816.jpg,Orange
199,/srv/Data/fruits_with_background/Orange/IMG_1910.JPG,Orange
200,/srv/Data/fruits_with_background/Orange/IMG_20190924_151024.jpg,Orange
201,/srv/Data/fruits_with_background/Orange/IMG_2130.JPG,Orange
202,/srv/Data/fruits_with_background/Banana/IMG_9270.JPG,Banana
203,/srv/Data/fruits_with_background/Orange/IMG20200729173722.jpg,Orange
204,/srv/Data/fruits_with_background/Lime/IMG_20190902_102629_1.jpg,Lime
205,/srv/Data/fruits_with_background/Lime/IMG_20190902_104337.jpg,Lime
206,/srv/Data/fruits_with_background/Orange/IMG20200729173723.jpg,Orange
207,/srv/Data/fruits_with_background/Banana/IMG_9260.JPG,Banana
208,/srv/Data/fruits_with_background/Orange/IMG_20190924_151002.jpg,Orange
209,/srv/Data/fruits_with_background/Lime/IMG_20190902_102534.jpg,Lime
210,/srv/Data/fruits_with_background/Lime/IMG_20190902_103734.jpg,Lime
211,/srv/Data/fruits_with_background/Banana/IMG_9156.JPG,Banana
212,/srv/Data/fruits_with_background/Orange/IMG_2181.JPG,Orange
213,/srv/Data/fruits_with_background/Orange/IMG_2540.JPG,Orange
214,/srv/Data/fruits_with_background/Banana/IMG_9003.JPG,Banana
215,/srv/Data/fruits_with_background/Banana/IMG_8803.JPG,Banana
216,/srv/Data/fruits_with_background/Orange/IMG20200728130753.jpg,Orange
217,/srv/Data/fruits_with_background/Banana/IMG_8485.JPG,Banana
218,/srv/Data/fruits_with_background/Banana/IMG20200730132028.jpg,Banana
219,/srv/Data/fruits_with_background/Banana/IMG20200730132136.jpg,Banana
220,/srv/Data/fruits_with_background/Lime/IMG_20190902_110850.jpg,Lime
221,/srv/Data/fruits_with_background/Lime/IMG_20190902_104323.jpg,Lime
222,/srv/Data/fruits_with_background/Lime/IMG_20190902_104132.jpg,Lime
223,/srv/Data/fruits_with_background/Banana/IMG_8936.JPG,Banana
224,/srv/Data/fruits_with_background/Orange/IMG_20190923_184444.jpg,Orange
225,/srv/Data/fruits_with_background/Banana/IMG_9446.JPG,Banana
226,/srv/Data/fruits_with_background/Lime/IMG_20190902_103904_1.jpg,Lime
227,/srv/Data/fruits_with_background/Orange/IMG_1891.JPG,Orange
228,/srv/Data/fruits_with_background/Banana/IMG_9433.JPG,Banana
229,/srv/Data/fruits_with_background/Lime/IMG_20190902_102451_1.jpg,Lime
230,/srv/Data/fruits_with_background/Orange/IMG_1902.JPG,Orange
231,/srv/Data/fruits_with_background/Lime/IMG_20190902_102645.jpg,Lime
232,/srv/Data/fruits_with_background/Orange/IMG_20190923_184409.jpg,Orange
233,/srv/Data/fruits_with_background/Banana/IMG_9227.JPG,Banana
234,/srv/Data/fruits_with_background/Banana/IMG_8994.JPG,Banana
235,/srv/Data/fruits_with_background/Lime/IMG_20190902_104431.jpg,Lime
236,/srv/Data/fruits_with_background/Lime/IMG20200728131548.jpg,Lime
237,/srv/Data/fruits_with_background/Lime/IMG_20190902_103658.jpg,Lime
238,/srv/Data/fruits_with_background/Orange/IMG_20190924_151016.jpg,Orange
239,/srv/Data/fruits_with_background/Banana/IMG_8828.JPG,Banana
240,/srv/Data/fruits_with_background/Banana/IMG_9344.JPG,Banana
241,/srv/Data/fruits_with_background/Banana/IMG_8807.JPG,Banana
242,/srv/Data/fruits_with_background/Orange/IMG_1879.JPG,Orange
243,/srv/Data/fruits_with_background/Orange/IMG20200728190528.jpg,Orange
244,/srv/Data/fruits_with_background/Banana/IMG_8683.JPG,Banana
245,/srv/Data/fruits_with_background/Orange/IMG_2642.JPG,Orange
246,/srv/Data/fruits_with_background/Banana/IMG_8594.JPG,Banana
247,/srv/Data/fruits_with_background/Orange/IMG20200728190557.jpg,Orange
248,/srv/Data/fruits_with_background/Orange/IMG20200728130826.jpg,Orange
249,/srv/Data/fruits_with_background/Orange/IMG20200729173735.jpg,Orange
250,/srv/Data/fruits_with_background/Lime/IMG_20190902_111355.jpg,Lime
251,/srv/Data/fruits_with_background/Orange/IMG_20190924_150952.jpg,Orange
252,/srv/Data/fruits_with_background/Orange/IMG_2686.JPG,Orange
253,/srv/Data/fruits_with_background/Banana/IMG_8741.JPG,Banana
254,/srv/Data/fruits_with_background/Orange/IMG20200728190604.jpg,Orange
255,/srv/Data/fruits_with_background/Banana/IMG_8596.JPG,Banana
256,/srv/Data/fruits_with_background/Banana/IMG_9311.JPG,Banana
257,/srv/Data/fruits_with_background/Lime/IMG_20190902_111543_1.jpg,Lime
258,/srv/Data/fruits_with_background/Orange/IMG_2567.JPG,Orange
259,/srv/Data/fruits_with_background/Lime/IMG_20190902_111504.jpg,Lime
260,/srv/Data/fruits_with_background/Banana/IMG_9435.JPG,Banana
261,/srv/Data/fruits_with_background/Lime/IMG20200728191400.jpg,Lime
262,/srv/Data/fruits_with_background/Lime/IMG20200728191348_01.jpg,Lime
263,/srv/Data/fruits_with_background/Lime/IMG_20190902_111120.jpg,Lime
264,/srv/Data/fruits_with_background/Orange/IMG_20190924_152814.jpg,Orange
265,/srv/Data/fruits_with_background/Orange/IMG_20190924_151828.jpg,Orange
266,/srv/Data/fruits_with_background/Banana/IMG_9200.JPG,Banana
267,/srv/Data/fruits_with_background/Lime/IMG_20190902_102541.jpg,Lime
268,/srv/Data/fruits_with_background/Lime/IMG_20190902_111545_1.jpg,Lime
269,/srv/Data/fruits_with_background/Lime/IMG_20190902_111432.jpg,Lime
270,/srv/Data/fruits_with_background/Banana/IMG_8554.JPG,Banana
271,/srv/Data/fruits_with_background/Banana/IMG_9457.JPG,Banana
272,/srv/Data/fruits_with_background/Lime/IMG_20190902_102520_1.jpg,Lime
273,/srv/Data/fruits_with_background/Banana/IMG_8862.JPG,Banana
274,/srv/Data/fruits_with_background/Banana/IMG20200730132303.jpg,Banana
275,/srv/Data/fruits_with_background/Lime/IMG_20190902_103941_1.jpg,Lime
276,/srv/Data/fruits_with_background/Lime/IMG_20190902_103650.jpg,Lime
277,/srv/Data/fruits_with_background/Banana/IMG_0127.JPG,Banana
278,/srv/Data/fruits_with_background/Banana/IMG_9420.JPG,Banana
279,/srv/Data/fruits_with_background/Orange/IMG_20190924_152846_1.jpg,Orange
280,/srv/Data/fruits_with_background/Banana/IMG_9269.JPG,Banana
281,/srv/Data/fruits_with_background/Orange/IMG_20190924_151806.jpg,Orange
282,/srv/Data/fruits_with_background/Orange/IMG20200728190433.jpg,Orange
283,/srv/Data/fruits_with_background/Banana/IMG_9376.JPG,Banana
284,/srv/Data/fruits_with_background/Lime/IMG20200728191400_01.jpg,Lime
285,/srv/Data/fruits_with_background/Orange/IMG_20190924_150904.jpg,Orange
286,/srv/Data/fruits_with_background/Lime/IMG_20190902_102458.jpg,Lime
287,/srv/Data/fruits_with_background/Lime/IMG_20190902_104502_1.jpg,Lime
288,/srv/Data/fruits_with_background/Banana/IMG_8784.JPG,Banana
289,/srv/Data/fruits_with_background/Lime/IMG_20190902_103636_1.jpg,Lime
290,/srv/Data/fruits_with_background/Orange/IMG20200729173848.jpg,Orange
291,/srv/Data/fruits_with_background/Lime/IMG_20190902_111433_1.jpg,Lime
292,/srv/Data/fruits_with_background/Lime/IMG20200728191339.jpg,Lime
293,/srv/Data/fruits_with_background/Banana/IMG_9050.JPG,Banana
294,/srv/Data/fruits_with_background/Lime/IMG_20190902_102652.jpg,Lime
295,/srv/Data/fruits_with_background/Banana/IMG_8827.JPG,Banana
296,/srv/Data/fruits_with_background/Banana/IMG_9348.JPG,Banana
297,/srv/Data/fruits_with_background/Banana/IMG_8806.JPG,Banana
298,/srv/Data/fruits_with_background/Lime/IMG_20190902_104200.jpg,Lime
299,/srv/Data/fruits_with_background/Orange/IMG_20190924_151749.jpg,Orange
300,/srv/Data/fruits_with_background/Orange/IMG20200729173833.jpg,Orange
301,/srv/Data/fruits_with_background/Lime/IMG20200728131604.jpg,Lime
302,/srv/Data/fruits_with_background/Orange/IMG_1985.JPG,Orange
303,/srv/Data/fruits_with_background/Orange/IMG_1908.JPG,Orange
304,/srv/Data/fruits_with_background/Banana/IMG_8652.JPG,Banana
305,/srv/Data/fruits_with_background/Lime/IMG_20190902_102515.jpg,Lime
306,/srv/Data/fruits_with_background/Orange/IMG_2639.JPG,Orange
307,/srv/Data/fruits_with_background/Lime/IMG_20190902_103639_1.jpg,Lime
308,/srv/Data/fruits_with_background/Lime/IMG_20190902_104254.jpg,Lime
309,/srv/Data/fruits_with_background/Banana/IMG_9225.JPG,Banana
310,/srv/Data/fruits_with_background/Orange/IMG_2534.JPG,Orange
311,/srv/Data/fruits_with_background/Orange/IMG_2539.JPG,Orange
312,/srv/Data/fruits_with_background/Lime/IMG_20190902_111517.jpg,Lime
313,/srv/Data/fruits_with_background/Banana/IMG_9288.JPG,Banana
314,/srv/Data/fruits_with_background/Orange/IMG_1939.JPG,Orange
315,/srv/Data/fruits_with_background/Banana/IMG_8838.JPG,Banana
316,/srv/Data/fruits_with_background/Orange/IMG20200729173728_01.jpg,Orange
317,/srv/Data/fruits_with_background/Orange/IMG_20190924_150955_1.jpg,Orange
318,/srv/Data/fruits_with_background/Orange/IMG_20190924_152739.jpg,Orange
319,/srv/Data/fruits_with_background/Banana/IMG_8609.JPG,Banana
320,/srv/Data/fruits_with_background/Orange/IMG_20190924_152732.jpg,Orange
321,/srv/Data/fruits_with_background/Orange/IMG_2660.JPG,Orange
322,/srv/Data/fruits_with_background/Orange/IMG_2612.JPG,Orange
323,/srv/Data/fruits_with_background/Banana/IMG_9249.JPG,Banana
324,/srv/Data/fruits_with_background/Lime/IMG_20190902_104401_1.jpg,Lime
325,/srv/Data/fruits_with_background/Banana/IMG_9172.JPG,Banana
326,/srv/Data/fruits_with_background/Orange/IMG_20190924_152858.jpg,Orange
327,/srv/Data/fruits_with_background/Banana/IMG20200730132247.jpg,Banana
328,/srv/Data/fruits_with_background/Orange/IMG_20190924_152810.jpg,Orange
329,/srv/Data/fruits_with_background/Banana/IMG_9244.JPG,Banana
330,/srv/Data/fruits_with_background/Orange/IMG_2572.JPG,Orange
331,/srv/Data/fruits_with_background/Orange/IMG20200729173844_01.jpg,Orange
332,/srv/Data/fruits_with_background/Banana/IMG_8836.JPG,Banana
333,/srv/Data/fruits_with_background/Banana/IMG_8973.JPG,Banana
334,/srv/Data/fruits_with_background/Lime/IMG_20190902_104255.jpg,Lime
335,/srv/Data/fruits_with_background/Banana/IMG_8575.JPG,Banana
336,/srv/Data/fruits_with_background/Orange/IMG_20190924_152751.jpg,Orange
337,/srv/Data/fruits_with_background/Lime/IMG_20190902_104538.jpg,Lime
338,/srv/Data/fruits_with_background/Lime/IMG_20190902_103725.jpg,Lime
339,/srv/Data/fruits_with_background/Banana/IMG20200729190220.jpg,Banana
340,/srv/Data/fruits_with_background/Banana/IMG20200730132109.jpg,Banana
341,/srv/Data/fruits_with_background/Orange/IMG_20190924_151857.jpg,Orange
342,/srv/Data/fruits_with_background/Banana/IMG20200730132208.jpg,Banana
343,/srv/Data/fruits_with_background/Banana/IMG_9226.JPG,Banana
344,/srv/Data/fruits_with_background/Orange/IMG20200728130755.jpg,Orange
345,/srv/Data/fruits_with_background/Banana/IMG_8487.JPG,Banana
346,/srv/Data/fruits_with_background/Orange/IMG_20190924_150850.jpg,Orange
347,/srv/Data/fruits_with_background/Orange/IMG20200728190603_01.jpg,Orange
348,/srv/Data/fruits_with_background/Orange/IMG_20190924_150905.jpg,Orange
349,/srv/Data/fruits_with_background/Lime/IMG_20190902_102407.jpg,Lime
350,/srv/Data/fruits_with_background/Orange/IMG_2182.JPG,Orange
351,/srv/Data/fruits_with_background/Orange/IMG_20190924_152849.jpg,Orange
352,/srv/Data/fruits_with_background/Lime/IMG_20190902_102950_1.jpg,Lime
353,/srv/Data/fruits_with_background/Banana/IMG_8698.JPG,Banana
354,/srv/Data/fruits_with_background/Banana/IMG_8737.JPG,Banana
355,/srv/Data/fruits_with_background/Lime/IMG20200728191340.jpg,Lime
356,/srv/Data/fruits_with_background/Lime/IMG_20190902_111132.jpg,Lime
357,/srv/Data/fruits_with_background/Lime/IMG20200728191350.jpg,Lime
358,/srv/Data/fruits_with_background/Lime/IMG_20190902_111319.jpg,Lime
359,/srv/Data/fruits_with_background/Banana/IMG_8861.JPG,Banana
360,/srv/Data/fruits_with_background/Lime/IMG_20190902_111304.jpg,Lime
361,/srv/Data/fruits_with_background/Banana/IMG_9150.JPG,Banana
362,/srv/Data/fruits_with_background/Lime/IMG20200728191224.jpg,Lime
363,/srv/Data/fruits_with_background/Lime/IMG_20190902_104128.jpg,Lime
364,/srv/Data/fruits_with_background/Lime/IMG_20190902_104053.jpg,Lime
365,/srv/Data/fruits_with_background/Orange/IMG_20190924_151807.jpg,Orange
366,/srv/Data/fruits_with_background/Banana/IMG_9029.JPG,Banana
